ID,브랜드명,팝업스토어명,카테고리,세부카테고리,시작일,종료일,운영일수,위치,구역,원산지(원본),원산지(정제),콜라보,설명,연도,출처
1748,버버리,버버리 스트리트 (Burberry Street),패션,,2023-10-07,2023-11-05,,서울특별시 성동구 연무장길 73,성수 복합문화,영국,영국,,런던에서 시작된 버버리의 글로벌 프로젝트. 연무장길 전체를 버버리로 물들인 3개 팝업스토어. 시그니처 체크 무늬와 장미잎 패턴. 전통 영국 가정식 제공.,2023,['https://openads.co.kr/content/contentDetail?contsId=12936']
1749,젠틀몬스터,젠틀몬스터 BOLD 팝업,패션/아이웨어,,2023-04-28,2024-05-14,,서울특별시 성동구 아차산로9길 41 레이어41,성수 복합문화,한국,국내,,"젠틀몬스터 BOLD 컬렉션 2차 드롭 팝업. 은하의 별 형상을 '대담함'의 은유적 상징으로 표현. 음악, 영상, 춤, 이미지, 공간, 음료 오감을 자극하는 오브제. 스페셜 음료 4종 제공.",2023,['https://openads.co.kr/content/contentDetail?contsId=12936']
1750,휩드(Whipped),휩드 성수 팝업스토어,뷰티,,2023-12-12,2024-01-02,,서울특별시 성동구 연무장길 14,성수 복합문화,한국,국내,,"베이킹 콘셉트의 비건 코스메틱 브랜드 휩드 팝업. 케이크 형태의 외관, 디저트를 닮은 비주얼 디스플레이, 팩클린저 만들기 체험, 본품 증정 이벤트.",2023,['https://openads.co.kr/content/contentDetail?contsId=12936']
1751,LCDC 서울,LCDC 성수 윈터트립,라이프스타일,,2023-12-01,2023-12-10,,서울특별시 성동구 연무장17길 10 LCDC 서울,성수 복합문화,한국,국내,,LCDC 서울의 연말 팝업 이벤트. 다양한 브랜드와 체험 프로그램 운영.,2023,['https://openads.co.kr/content/contentDetail?contsId=12936']
1752,디올(Dior),디올 성수 팝업스토어 & 카페 디올,럭셔리/패션,,2022-05-01,2022-11-30,,서울특별시 성동구 성수이로14길 14,성수 복합문화,프랑스,프랑스,,"2022 디올 가을 여성 패션쇼 기념 컨셉 스토어. 파리 몽테뉴가 30번지 디올 부티크를 재현. 카페 디올, RTW와 슈즈, 백 컬렉션 전시. 국내 1호 조경 디자이너가 재현한 정원. 후에 상설 플래그십 스토어로 전환.",2022,"['https://www.allurekorea.com/2022/05/22/welcome-dior/', 'https://www.marieclairekorea.com/culture/2022/05/popup-store2022/']"
1753,디올뷰티,디올 어딕트 팝업스토어,뷰티,,2022-04-02,2022-04-17,,서울특별시 성동구 연무장5길 20 쎈느(Scene),성수 복합문화,프랑스,프랑스,,디올 뷰티의 어딕트 라인 팝업스토어. 쎈느에서 진행.,2022,['https://blog.naver.com/tpgml1345/222690461317']
1754,시디즈X방탄소년단,시디즈X방탄소년단(BTS) 콜라보 팝업,라이프스타일/가구,,2022-04-29,2022-05-15,,서울특별시 성동구 성수이로14길 14,성수 복합문화,한국,국내,,"시디즈와 방탄소년단의 컬래버레이션 팝업. DNA, 작은 것들을 위한 시, Dynamite, Butter 4개 테마 공간. 컬래버레이션 제품 체험 및 인증사진 촬영 가능.",2022,['https://www.marieclairekorea.com/culture/2022/05/popup-store2022/']
1755,피치스도원,피치스 도원 다양한 브랜드 콜라보 팝업,라이프스타일,,2021-01-01,2025-12-31,,서울특별시 성동구 연무장3길 9 피치스 도원(D8NE),성수 복합문화,한국,국내,,"피치스 도원은 AOMG, 그란투리스모7, 플레이스테이션, 몬스터에너지, LG그램, 코카콜라, 반스, 플레이보이, 대한민국 탁구 국가대표팀(KTTA) 등 다양한 브랜드와 아티스트 콜라보 팝업 진행. 2023년 8월 피치스 도원 2.0로 재오픈.",2021,"['https://namu.wiki/w/Peaches.%20D8NE', 'https://heypop.kr/place/113481/']"
1756,뉴진스X빙그레,뉴진스X빙그레 팝업,F&B,,2023-09-01,2023-09-15,,서울특별시 성동구 성수동1가 58그라운드,성수 복합문화,한국,국내,,뉴진스와 빙그레의 콜라보 팝업. 한정판 굿즈와 제품 체험.,2023,['https://www.popupkorea.co.kr/bbs/search.php']
1757,무신사,무신사 스토어 성수@대림창고 팝업 프로그램,패션/복합,,2023-01-01,2025-12-31,,서울특별시 성동구 성수이로 74 대림창고,성수 복합문화,한국,국내,,대림창고 내 무신사 스토어 성수에서 시즌별 다양한 브랜드 팝업 진행. 2025년 5월 거래액 32억 원 돌파. 외국인 고객 비중 52%. 10-20대가 71% 차지.,2023,"['https://www.fi.co.kr/mobile/view.asp?idx=86152', 'https://ourfirstvibes.co.kr']"
1758,블랙핑크,블랙핑크 '데드라인(DEADLINE)' 팝업,엔터테인먼트,,2026-03-01,2026-03-31,,서울특별시 성동구 성수동 무신사 스탠다드 성수,성수 복합문화,한국,국내,,"블랙핑크 미니 3집 컨셉의 팝업. 한정 아이템, 서울 에디션 선보임.",,['https://www.ktnews.com/news/articleView.html?idxno=144350']
1759,나이키X스킴스,나이키X스킴스(NikeSKIMS) 국내 첫 팝업,스포츠/패션,,2026-03-01,2026-03-31,,서울특별시 성동구 성수동,성수 복합문화,미국,미국,,"김 카다시안의 언더웨어 브랜드 스킴스와 나이키의 협업 라인 국내 첫 팝업. 블랙핑크 리사 캠페인 참여. 발레, 필라테스, 요가 프라이빗 워크아웃 세션 운영.",,['https://www.ktnews.com/news/articleView.html?idxno=144350']
1760,쿠에른,쿠에른 화이트 캐빈 홀리데이 팝업,패션/라이프스타일,,2025-12-01,2026-01-25,,서울특별시 성동구 성수이로 71 쿠에른 성수 시그니처 스토어,성수 복합문화,한국,국내,,홀리데이를 맞은 쿠에른의 특별 팝업. 'CUEREN WHITE CABIN' 컨셉. 카페씨떼 커스텀 핫 초콜릿바 운영. 제품 구매 시 핫 초콜릿 증정.,2025,['https://cueren.com/article/%EA%B3%B5%EC%A7%80%EC%82%AC%ED%95%AD/1/96637/']
1761,성수율(Seongsu Yul),일룸 더 모션 클럽 팝업,라이프스타일/가구,,2026-05-01,2026-05-31,,서울특별시 성동구 성수동 성수율(몰입형 사운드 공간),성수 복합문화,한국,국내,,"일룸 모션베드 감각적 체험 팝업. '멍잠'을 주제로 독서, 요가, 뜨개질, 영화 및 라이브 공연 감상 등 침대 위에서 즐기는 다채로운 체험 프로그램 운영.",,['https://www.financialreview.co.kr/news/articleView.html?idxno=42058']
1762,H&M,H&M 성수 오프-레코드 뮤직 이벤트,패션/음악,,2026-05-01,2026-05-03,,서울특별시 성동구 성수동 H&M 성수,성수 복합문화,스웨덴,스웨덴,,"H&M 성수에서 가수 크러쉬와 새소년이 출연하는 프라이빗 뮤직 이벤트. 150명 초대. 라이브 공연, 스타일링 초상화 드로잉 등의 이벤트를 음료 및 스낵과 함께 즐길 수 있음.",,['https://www.financialreview.co.kr/news/articleView.html?idxno=42058']
1763,성수동고릴라,성수동 팝업의 성지 - 다양한 브랜드 팝업,복합,,2021-01-01,2025-12-31,,서울특별시 성동구 성수동 일원,성수 복합문화,한국,국내,,성수동은 월평균 90개의 팝업스토어가 운영되는 팝업의 성지. 2023년 한 해 총 341개 브랜드가 팝업스토어 운영. 연간 평균 80~120개 브랜드를 수용.,2021,['https://www.kyeonggi.com/article/20260316580427']
1764,에어비앤비X코르티스,코르티스의 서울 비밀공간 팝업,라이프스타일/음악,,2026-05-01,2026-05-31,,서울특별시 성동구 성수동,성수 복합문화,한국,국내,,에어비앤비와 그룹 코르티스의 몰입형 팝업. 미니 2집 '그린그린' 타이틀곡 '레드레드' 발매 기념. 'Green vs. Red' 컨셉. 코르티스의 아지트를 방문한 게스트가 되는 체험.,,['https://www.financialreview.co.kr/news/articleView.html?idxno=42058']
1765,포켓몬코리아,메타몽 놀이터 팝업,캐릭터/엔터테인먼트,,2026-05-01,2026-05-31,,서울특별시 성동구 성수동,성수 복합문화,일본,일본,,"포켓몬 30주년 기념 '포켓몬 메가페스타 2026' 일환. 레코드샵 컨셉 공간. 메타몽과 사진 촬영, '변신! 메타몽' 시리즈, 창백카츄, 이끼만보 인형 등 공식 MD 판매.",,['https://www.financialreview.co.kr/news/articleView.html?idxno=42058']
1766,스트레이키즈,SKZOO EVERYWHERE ALL AROUND THE WORLD 팝업,엔터테인먼트,,2026-05-01,2026-05-31,,서울특별시 성동구 성수동,성수 복합문화,한국,국내,,"스트레이키즈의 글로벌 팝업스토어. 공항 컨셉. 여권과 본딩패스 제공, 체크인 카운터와 물품 검색대 등. 총 21종 MD와 체험형 이벤트.",,['https://www.financialreview.co.kr/news/articleView.html?idxno=42058']
1767,입생로랑뷰티,입생로랑 뷰티 팝업,뷰티,,2026-05-09,2026-05-31,,서울특별시 성동구 연무장길 57 1층,성수 복합문화,프랑스,프랑스,,입생로랑 뷰티의 성수 팝업스토어. 신제품을 포함한 뷰티 제품 직접 체험 가능.,,['https://www.financialreview.co.kr/news/articleView.html?idxno=42058']
1768,라로슈포제,UV 스타디움 팝업,뷰티,,2026-05-01,2026-05-31,,서울특별시 성동구 성수동,성수 복합문화,프랑스,프랑스,,"라로슈포제의 선케어 라인 '안뗄리오스' 중심 팝업. 방문 고객 전원 체험 키트 증정, 게임 미션 성공 시 추가 기프트 제공.",,['https://www.financialreview.co.kr/news/articleView.html?idxno=42058']
1769,롬앤,성수 롬앤창고 1주년 기념 팝업,뷰티,,2026-05-01,2026-05-31,,서울특별시 성동구 성수동 롬앤 플래그십 스토어 '핑크오피스',성수 복합문화,한국,국내,,"롬앤 성수 플래그십 스토어 '핑크오피스' 1주년 기념 팝업. 럭키드로우, 1+1 혜택 등 고객 감사 이벤트 진행.",,['https://www.financialreview.co.kr/news/articleView.html?idxno=42058']
1770,언더스탠드에비뉴,SEONGSU UNIT(성수유닛) 프로젝트,복합/창작자지원,,2025-09-22,2025-12-31,,서울특별시 성동구 왕십리로 63 언더스탠드에비뉴,성수 복합문화,한국,국내,,"팝업의 성지 성수동에서 하루 1만 원으로 개인 창작자, 소상공인, 예비 창업자에게 약 1평 규모 오프라인 쇼룸 공간 제공. NULL SPACE 두 번째 프로젝트.",2025,['https://www.socialimpactnews.net/news/articleView.html?idxno=4638']
1771,Hoka,HOKA 성수 팝업스토어,스포츠/패션,,2025-03-01,2025-03-31,,서울특별시 성동구 성수동1가 58그라운드,성수 복합문화,미국,미국,,프리미엄 러닝 슈즈 브랜드 HOKA의 팝업스토어. 다양한 신제품 전시 및 체험.,2025,['https://www.ndex.kr/data/58ground']
1772,라벨아카이브,라벨 아카이브 팝업,패션,,2026-03-18,2026-03-31,,서울특별시 성동구 성수동1가 성덕정길 58 58그라운드,성수 복합문화,한국,국내,,라벨 아카이브 브랜드 팝업. 브랜드 정체성을 담아낸 전시와 팝업.,,['https://www.ndex.kr/data/58ground']
1773,JAEHEE,JAEHEE 팝업 (전시/패션/프리오더),패션,,2026-05-01,2026-05-15,,서울특별시 성동구 성수동1가 성덕정길 58 58그라운드,성수 복합문화,한국,국내,,"성수동 대관 전시부터 패션 팝업, 프리 오더까지 한 번에 진행되는 JAEHEE 브랜드 팝업.",,['https://www.ndex.kr/data/58ground']
1774,RICOH,RICOH GR 20주년 행사,전자기기/라이프스타일,,2026-01-13,2026-01-20,,서울특별시 성동구 성수동1가 성덕정길 58 58그라운드,성수 복합문화,일본,일본,,"RICOH GR 20주년 기념 행사. 전시, 팝업, 토크쇼까지 브랜드 서사를 완벽하게 담아낸 행사.",,['https://www.ndex.kr/data/58ground']
1775,뎁센드갤러리,뎁센드 갤러리 전시 및 팝업 프로그램,아트/전시,,2023-01-01,2025-12-31,,서울특별시 성동구 성수동 뎁센드 갤러리(depthend gallery),성수 복합문화,한국,국내,,"구옥을 개조한 갤러리로 3개 룸 구조. 개인전, 단체전, 팝업 전시, 브랜드 쇼룸 등 다양하게 활용. 12평과 32평 두 개 공간 운영.",2023,"['https://depthend-gallery.vercel.app/', 'https://shareit.kr/venue/13329']"
1776,틈결(TEUMGYUL),틈결 에스더버니 플래그십 스토어,캐릭터/라이프스타일,,2026-04-01,2026-10-31,,서울특별시 성동구 성수동1가 틈결(TEUMGYUL),성수 복합문화,한국,국내,,"경험형 리테일 플랫폼 틈결의 에스더버니 플래그십. B1 원화 아카이브 '버니의 스케치아뜰리에', 1F 스토어, 2F 패션 아뜰리에, 3F 인피니티 미러 '버니의 원더랜드', 루프탑 아트월 및 풍선 오브제.",,['https://economist.co.kr/article/view/ecn202605080036']
1777,피치스도원,2025 스웨티 서울 럼블,스포츠/엔터테인먼트,,2025-06-14,2025-06-14,,서울특별시 성동구 연무장3길 9 피치스 도원(D8NE),성수 복합문화,한국,국내,,AKW의 '2025 스웨티 서울 럼ble' 행사. 피치스 도원에서 진행.,2025,['https://namu.wiki/w/Peaches.%20D8NE']
1778,쿠에른,쿠에른 25 SUMMER POP-UP,패션/라이프스타일,,2025-06-06,2025-06-30,,서울특별시 성동구 성수이로 71 쿠에른 성수 시그니처 스토어,성수 복합문화,한국,국내,,쿠에른의 여름 팝업. 'Everyday Voyage at CUEREN Seongsu' 컨셉.,2025,['https://dayforyou.com/getDetail?scheduleSeq=4126']
1779,그레일즈,GRAILZ 오픈 기념 팝업 스토어,패션/의류,,2024-09-13,2024-10-12,,서울 성동구 성수이로 74 무신사 스토어 성수@대림창고 1층 팝업존,대림창고,한국,국내,,"무신사 스토어 성수@대림창고 오픈 기념 팝업. 그레일즈 24FW 시즌 여성 라인 신상품 전시 및 무신사 단독 발매 상품(키체인 일루전 데님팬츠, 블루체크 윈드브레이커) 선보임. 대형 동물 인형 포토존 설치. 신상품 10% 할인, 캐리오버 상품 최대 30% 할인.",2024,"['https://www.ktnews.com/news/articleView.html?idxno=134966', 'https://newsroom.musinsa.com/newsroom-menu/2024-0912']"
1780,떠그클 럽,THUG CLUB 오픈 기념 팝업 스토어,패션/의류,,2024-09-13,2024-10-12,,서울 성동구 성수이로 74 무신사 스토어 성수@대림창고 1층 팝업존,대림창고,한국,국내,,"무신사 스토어 성수@대림창고 오픈 기념 팝업. 힙합에서 영감 받은 럭셔리 스트리트 브랜드 떠그클 럽의 24FW 'Bio Soldier' 컬렉션 선보임. 이에셉 라키, 다베이비 등 유명 뮤지션이 착용한 브랜드.",2024,['https://www.ktnews.com/news/articleView.html?idxno=134966']
1781,아디다스,아디다스 태권도 한정 발매,패션/신발,,2024-09-13,2024-09-13,,서울 성동구 성수이로 74 무신사 스토어 성수@대림창고,대림창고,글로벌(독일),글로벌(독일),,무신사 스토어 성수@대림창고 그랜드 오픈 기념 한정 발매. 아디다스 태권도 블랙 및 화이트 색상 한정 수량 판매. 제니 등 셀럽이 신어 품귀현상을 빚은 제품.,2024,['https://newsroom.musinsa.com/newsroom-menu/2024-0912']
1782,푸마,푸마 스피드캣 OG 오프라인 최초 발매,패션/신발,,2024-09-14,2024-09-15,,서울 성동구 성수이로 74 무신사 스토어 성수@대림창고,대림창고,글로벌(독일),글로벌(독일),,"무신사 스토어 성수@대림창고 오픈 기념 희소성 높은 스니커즈 발매. 푸마 스피드캣 OG 블랙·모브 미스트, 핑크·화이트 2종 오프라인 최초 선보임. 발레코어 무드를 담아 재해석한 무신사 단독 상품.",2024,['https://newsroom.musinsa.com/newsroom-menu/2024-0912']
1783,아식스,아식스 젤 카야노 14 MSS 한정 발매,패션/신발,,2024-09-15,2024-09-15,,서울 성동구 성수이로 74 무신사 스토어 성수@대림창고,대림창고,글로벌(일본),글로벌(일본),,무신사 스토어 성수@대림창고 오픈 기념 한정 발매. 아식스 젤 카야노 14 MSS 블랙:글래시어 그레이 컬러 오프라인 한정 재발매. 온라인에서 품절된 사이즈 포함.,2024,['https://newsroom.musinsa.com/newsroom-menu/2024-0912']
1784,무신사,무신사 스탠다드 뷰티 어워즈 2024,뷰티/화장품,,2024-12-01,2024-12-22,,서울 성동구 성수이로 74 무신사 스토어 성수@대림창고,대림창고,한국,국내,,2024년을 빛난 뷰티 제품 전시 및 체험 행사. 수상 상품을 인스타 스토리에 업로드하면 100% 기프트 증정 이벤트 진행. MLBx바닐라코 콜라보 제품 등 다양한 뷰티 아이템 전시. 네컷사진 촬영 공간 운영.,2024,['https://blog.naver.com/PostView.nhn?blogId=ajiniiiii&logNo=223695402122']
1785,키준,Kijun 25SS POP-UP STORE,패션/의류,,2025-04-14,2025-04-23,,서울 성동구 성수이로 74 무신사 스토어 성수@대림창고,대림창고,한국,국내,,키준의 25SS 봄/여름 컬렉션 팝업. 화사한 컬러와 가벼운 텍스처로 완성한 시즌 컬렉션 선보임.,2025,['https://popply.co.kr/popup/3357']
